iter	Passed	Remaining
1667	23048	4587
1668	23057	4572
1669	23065	4557
1670	23072	4542
1671	23078	4527
1672	23084	4512
1673	23090	4496
1674	23096	4481
1675	23101	4465
1676	23108	4450
1677	23113	4435
1678	23120	4420
1679	23126	4405
1680	23133	4389
1681	23140	4374
1682	23154	4361
1683	23160	4346
1684	23165	4330
1685	23171	4315
1686	23175	4299
1687	23180	4284
1688	23186	4269
1689	23192	4254
1690	23197	4238
1691	23205	4224
1692	23211	4209
1693	23223	4194
1694	23235	4180
1695	23246	4166
1696	23258	4152
1697	23269	4138
1698	23278	4124
1699	23287	4109
1700	23294	4094
1701	23301	4079
1702	23307	4064
1703	23316	4050
1704	23324	4035
1705	23333	4021
1706	23342	4006
1707	23351	3992
1708	23359	3977
1709	23366	3962
1710	23371	3947
1711	23377	3932
1712	23386	3918
1713	23393	3903
1714	23402	3889
1715	23411	3874
1716	23425	3861
1717	23436	3847
1718	23445	3832
1719	23456	3818
1720	23469	3804
1721	23483	3791
1722	23496	3777
1723	23506	3763
1724	23521	3749
1725	23534	3735
1726	23548	3722
1727	23563	3709
1728	23591	3697
1729	23599	3683
1730	23605	3668
1731	23614	3654
1732	23621	3639
1733	23630	3625
1734	23639	3610
1735	23650	3596
1736	23663	3582
1737	23675	3568
1738	23682	3554
1739	23688	3539
1740	23696	3525
1741	23703	3510
1742	23710	3495
1743	23715	3481
1744	23725	3467
1745	23737	3453
1746	23749	3439
1747	23761	3425
1748	23781	3412
1749	23801	3400
1750	23816	3386
1751	23833	3373
1752	23841	3359
1753	23851	3345
1754	23857	3330
1755	23862	3315
1756	23867	3301
1757	23874	3286
1758	23879	3271
1759	23883	3256
1760	23888	3242
1761	23892	3227
1762	23897	3212
1763	23902	3197
1764	23907	3183
1765	23912	3168
1766	23919	3154
1767	23925	3139
1768	23931	3125
1769	23938	3110
1770	23945	3096
1771	23949	3081
1772	23953	3066
1773	23958	3052
1774	23964	3037
1775	23968	3023
1776	23975	3008
1777	23980	2994
1778	23985	2979
1779	23991	2965
1780	23997	2950
1781	24002	2936
1782	24008	2921
1783	24014	2907
1784	24019	2893
1785	24023	2878
1786	24030	2864
1787	24036	2849
1788	24044	2835
1789	24049	2821
1790	24055	2807
1791	24066	2793
1792	24079	2779
1793	24093	2766
1794	24109	2753
1795	24121	2739
1796	24136	2726
1797	24147	2712
1798	24160	2699
1799	24171	2685
1800	24179	2671
1801	24186	2657
1802	24195	2643
1803	24201	2629
1804	24209	2615
1805	24215	2601
1806	24221	2587
1807	24228	2572
1808	24235	2558
1809	24247	2545
1810	24255	2531
1811	24263	2517
1812	24270	2503
1813	24277	2489
1814	24283	2475
1815	24291	2461
1816	24297	2447
1817	24304	2433
1818	24309	2418
1819	24316	2404
1820	24322	2390
1821	24327	2376
1822	24333	2362
1823	24340	2348
1824	24346	2334
1825	24359	2321
1826	24369	2307
1827	24375	2293
1828	24380	2279
1829	24386	2265
1830	24391	2251
1831	24396	2237
1832	24402	2223
1833	24407	2209
1834	24412	2195
1835	24419	2181
1836	24426	2167
1837	24434	2153
1838	24445	2140
1839	24453	2126
1840	24460	2112
1841	24466	2098
1842	24473	2084
1843	24482	2071
1844	24492	2057
1845	24502	2044
1846	24513	2030
1847	24525	2017
1848	24535	2003
1849	24545	1990
1850	24555	1976
1851	24565	1963
1852	24578	1949
1853	24594	1936
1854	24602	1923
1855	24609	1909
1856	24618	1895
1857	24626	1882
1858	24636	1868
1859	24645	1855
1860	24655	1841
1861	24666	1828
1862	24674	1814
1863	24683	1800
1864	24694	1787
1865	24704	1774
1866	24715	1760
1867	24728	1747
1868	24739	1734
1869	24752	1720
1870	24793	1709
1871	24823	1697
1872	24832	1683
1873	24844	1670
1874	24850	1656
1875	24856	1642
1876	24861	1629
1877	24866	1615
1878	24873	1601
1879	24879	1588
1880	24885	1574
1881	24890	1560
1882	24897	1546
1883	24907	1533
1884	24912	1519
1885	24917	1506
1886	24921	1492
1887	24926	1478
1888	24930	1464
1889	24935	1451
1890	24940	1437
1891	24945	1423
1892	24950	1410
1893	24957	1396
1894	24964	1383
1895	24970	1369
1896	24977	1356
1897	24988	1342
1898	24998	1329
1899	25003	1315
1900	25008	1302
1901	25014	1288
1902	25021	1275
1903	25028	1261
1904	25035	1248
1905	25041	1235
1906	25049	1221
1907	25057	1208
1908	25063	1194
1909	25072	1181
1910	25083	1168
1911	25094	1154
1912	25106	1141
1913	25119	1128
1914	25130	1115
1915	25142	1102
1916	25155	1089
1917	25171	1076
1918	25184	1063
1919	25196	1049
1920	25223	1037
1921	25231	1023
1922	25238	1010
1923	25243	997
1924	25251	983
1925	25261	970
1926	25273	957
1927	25285	944
1928	25297	931
1929	25308	917
1930	25320	904
1931	25332	891
1932	25346	878
1933	25361	865
1934	25378	852
1935	25392	839
1936	25406	826
1937	25430	813
1938	25437	800
1939	25445	786
1940	25454	773
1941	25462	760
1942	25471	747
1943	25481	734
1944	25489	720
1945	25502	707
1946	25513	694
1947	25523	681
1948	25536	668
1949	25548	655
1950	25561	641
1951	25571	628
1952	25586	615
1953	25601	602
1954	25613	589
1955	25635	576
1956	25642	563
1957	25648	550
1958	25654	536
1959	25660	523
1960	25665	510
1961	25672	497
1962	25681	484
1963	25690	470
1964	25698	457
1965	25711	444
1966	25731	431
1967	25754	418
1968	25770	405
1969	25785	392
1970	25795	379
1971	25806	366
1972	25835	353
1973	25842	340
1974	25847	327
1975	25854	314
1976	25861	300
1977	25867	287
1978	25873	274
1979	25878	261
1980	25885	248
1981	25891	235
1982	25898	222
1983	25906	208
1984	25914	195
1985	25923	182
1986	25931	169
1987	25944	156
1988	25956	143
1989	25966	130
1990	25977	117
1991	25989	104
1992	25999	91
1993	26008	78
1994	26018	65
1995	26038	52
1996	26043	39
1997	26050	26
1998	26055	13
1999	26061	0
