iter	MultiLogloss
1512	0.2817036077
1513	0.2817036003
1514	0.2817035067
1515	0.2817035065
1516	0.2817034834
1517	0.2817034833
1518	0.2817034826
1519	0.2817034761
1520	0.2817034726
1521	0.2817034461
1522	0.281703404
1523	0.2817033995
1524	0.2817033991
1525	0.281703381
1526	0.2817033806
1527	0.2817033527
1528	0.2817033506
1529	0.2817033498
1530	0.2817033494
1531	0.2817033428
1532	0.2817033416
1533	0.2817033414
1534	0.2817033412
1535	0.2817033408
1536	0.2817033391
1537	0.2817033366
1538	0.2817031302
1539	0.2817031244
1540	0.2817031174
1541	0.2817031168
1542	0.2817031141
1543	0.2817031073
1544	0.2817031065
1545	0.2817031056
1546	0.2817030783
1547	0.2817030721
1548	0.2817030707
1549	0.2817030689
1550	0.2817030522
1551	0.2817030182
1552	0.2817030175
1553	0.2817029984
1554	0.281702998
1555	0.2817029976
1556	0.2817029972
1557	0.2817029929
1558	0.2817029882
1559	0.2817029878
1560	0.2817029846
1561	0.2817029795
1562	0.2817029765
1563	0.2817029758
1564	0.281702974
1565	0.2817029527
1566	0.2817029523
1567	0.2817029464
1568	0.2817029178
1569	0.2817029177
1570	0.2817029173
1571	0.2817029161
1572	0.2817029155
1573	0.2817029154
1574	0.2817028891
1575	0.2817028787
1576	0.281702752
1577	0.2817027485
1578	0.2817027153
1579	0.2817027139
1580	0.2817027065
1581	0.2817027012
1582	0.2817026947
1583	0.2817026943
1584	0.2817026871
1585	0.2817026869
1586	0.2817026868
1587	0.2817026849
1588	0.2817026731
1589	0.2817026725
1590	0.2817026724
1591	0.2817026676
1592	0.2817026672
1593	0.2817026669
1594	0.2817026655
1595	0.2817026652
1596	0.2817026583
1597	0.281702658
1598	0.2817026558
1599	0.2817026302
1600	0.2817026295
1601	0.2817026291
1602	0.2817026261
1603	0.2817026114
1604	0.2817025892
1605	0.2817025885
1606	0.2817025868
1607	0.2817024077
1608	0.2817024071
1609	0.2817024039
1610	0.2817023956
1611	0.281702395
1612	0.2817023896
1613	0.2817023826
1614	0.2817023822
1615	0.2817023809
1616	0.2817023573
1617	0.2817023568
1618	0.2817023567
1619	0.2817023558
1620	0.281702355
1621	0.2817023278
1622	0.281702323
1623	0.2817023175
1624	0.2817023172
1625	0.2817022918
1626	0.2817022897
1627	0.2817022892
1628	0.2817022889
1629	0.2817022873
1630	0.2817022835
1631	0.2817022833
1632	0.281702283
1633	0.2817022768
1634	0.2817022729
1635	0.2817022677
1636	0.2817022633
1637	0.2817022575
1638	0.2817022555
1639	0.2817022378
1640	0.2817022324
1641	0.2817022309
1642	0.2817022291
1643	0.2817022219
1644	0.2817022196
1645	0.2817022193
1646	0.2817022177
1647	0.2817022117
1648	0.2817022113
1649	0.2817022111
1650	0.281702211
1651	0.2817022095
1652	0.2817022094
1653	0.2817021723
1654	0.2817021717
1655	0.2817018267
1656	0.2817018262
1657	0.2817018092
1658	0.2817018081
1659	0.2817018078
1660	0.2817018065
1661	0.281701806
1662	0.2817018029
1663	0.2817017977
1664	0.2817017955
1665	0.2817017951
1666	0.2817017909
1667	0.2817017906
1668	0.2817017892
1669	0.2817017567
1670	0.2817017532
1671	0.2817017515
1672	0.2817017477
1673	0.2817017474
1674	0.2817017463
1675	0.2817017414
1676	0.2817017369
1677	0.2817017367
1678	0.2817017362
1679	0.2817017323
1680	0.2817017226
1681	0.2817016998
1682	0.2817016997
1683	0.2817016996
1684	0.2817016921
1685	0.2817016908
1686	0.2817016888
1687	0.2817016608
1688	0.2817016599
1689	0.2817016597
1690	0.2817016591
1691	0.2817016588
1692	0.2817016586
1693	0.2817016581
1694	0.281701658
1695	0.2817016576
1696	0.2817016558
1697	0.2817016557
1698	0.2817016544
1699	0.2817016543
1700	0.2817016486
1701	0.281701648
1702	0.2817016325
1703	0.2817016286
1704	0.2817016285
1705	0.2817016229
1706	0.2817016197
1707	0.2817016189
1708	0.2817016136
1709	0.2817013871
1710	0.2817013835
1711	0.2817013833
1712	0.2817013738
1713	0.2817013669
1714	0.2817013664
1715	0.281701366
1716	0.2817013503
1717	0.28170135
1718	0.2817013448
1719	0.2817013374
1720	0.2817013364
1721	0.2817013356
1722	0.2817013321
1723	0.2817013131
1724	0.2817013065
1725	0.2817012979
1726	0.2817012908
1727	0.2817012762
1728	0.2817012756
1729	0.2817012748
1730	0.281701274
1731	0.2817012628
1732	0.2817012372
1733	0.2817012352
1734	0.2817012346
1735	0.2817012314
1736	0.2817012169
1737	0.2817012156
1738	0.2817011893
1739	0.2817011886
1740	0.2817011756
1741	0.2817011712
1742	0.2817011502
1743	0.2817011478
1744	0.2817011444
1745	0.2817011438
1746	0.2817011436
1747	0.2817011435
1748	0.281701143
1749	0.2817011429
1750	0.2817011404
1751	0.2817011368
1752	0.2817011191
1753	0.2817011159
1754	0.281701041
1755	0.2817010168
1756	0.2817010164
1757	0.2817010163
1758	0.281701016
1759	0.2817010156
1760	0.2817010134
1761	0.2817010133
1762	0.2817009971
1763	0.2817009882
1764	0.2817009779
1765	0.2817009776
1766	0.2817009658
1767	0.2817009655
1768	0.2817009568
1769	0.2817009565
1770	0.2817008131
1771	0.281700813
1772	0.2817008095
1773	0.2817008092
1774	0.281700794
1775	0.2817007904
1776	0.281700779
1777	0.2817007788
1778	0.2817007754
1779	0.2817007752
1780	0.2817007749
1781	0.2817007742
1782	0.2817007737
1783	0.2817007665
1784	0.281700766
1785	0.2817007637
1786	0.2817007636
1787	0.2817007629
1788	0.2817007625
1789	0.2817007558
1790	0.2817007458
1791	0.2817007457
1792	0.2817007303
1793	0.2817007054
1794	0.2817007051
1795	0.2817007008
1796	0.2817006968
1797	0.2817006962
1798	0.2817006961
1799	0.2817006957
1800	0.2817006956
1801	0.2817006944
1802	0.2817006943
1803	0.2817006485
1804	0.2817006484
1805	0.2817006415
1806	0.2817006413
1807	0.2817006012
1808	0.2817006008
1809	0.2817005994
1810	0.2817005977
1811	0.2817005943
1812	0.2817005859
1813	0.2817005787
1814	0.2817005786
1815	0.2817005785
1816	0.2817005759
1817	0.2817005747
1818	0.2817005723
1819	0.2817005632
1820	0.2817005582
1821	0.2817005495
1822	0.2817005493
1823	0.2817002576
1824	0.2817002573
1825	0.2817002559
1826	0.2817002531
1827	0.2817002486
1828	0.2817002467
1829	0.2817002459
1830	0.2817002444
1831	0.2817002439
1832	0.2817002422
1833	0.2817002342
1834	0.2817002328
1835	0.281700232
1836	0.2817002276
1837	0.2817002225
1838	0.2817002185
1839	0.281700218
1840	0.2817001772
1841	0.2817001763
1842	0.2817001762
1843	0.2817001761
1844	0.2817001744
1845	0.2817001735
1846	0.2817001731
1847	0.2817001726
1848	0.2817001684
1849	0.2817001683
1850	0.2817001651
1851	0.281700165
1852	0.2816999997
1853	0.2816999987
1854	0.2816999957
1855	0.2816999947
1856	0.2816999898
1857	0.2816999897
1858	0.2816999635
1859	0.281699962
1860	0.2816999618
1861	0.2816999616
1862	0.2816999614
1863	0.2816999572
1864	0.2816999401
1865	0.2816999398
1866	0.2816999356
1867	0.2816997465
1868	0.2816997464
1869	0.2816997456
1870	0.2816997444
1871	0.2816997432
1872	0.2816997394
1873	0.2816997391
1874	0.2816997391
1875	0.2816997384
1876	0.281699737
1877	0.2816997219
1878	0.2816997218
1879	0.2816997215
1880	0.2816997211
1881	0.2816997195
1882	0.2816997158
1883	0.2816997157
1884	0.2816997137
1885	0.2816997136
1886	0.2816997114
1887	0.2816997105
1888	0.2816997072
1889	0.2816997052
1890	0.2816997034
1891	0.2816996996
1892	0.2816996942
1893	0.2816996651
1894	0.2816996626
1895	0.2816996625
1896	0.2816996615
1897	0.2816996545
1898	0.2816996544
1899	0.2816996399
1900	0.2816996325
1901	0.2816996285
1902	0.2816996284
1903	0.281699625
1904	0.2816996245
1905	0.2816995995
1906	0.2816995982
1907	0.2816995977
1908	0.2816995947
1909	0.2816995945
1910	0.2816995915
1911	0.2816995765
1912	0.2816995701
1913	0.2816995673
1914	0.2816995664
1915	0.2816995633
1916	0.281699547
1917	0.2816995432
1918	0.2816995423
1919	0.281699542
1920	0.2816995415
1921	0.2816995413
1922	0.2816995412
1923	0.281699541
1924	0.2816995385
1925	0.2816995382
1926	0.281699538
1927	0.2816995363
1928	0.2816995359
1929	0.2816995283
1930	0.2816995279
1931	0.2816995274
1932	0.2816995265
1933	0.2816995219
1934	0.2816995207
1935	0.2816995047
1936	0.2816995044
1937	0.2816995042
1938	0.2816995022
1939	0.2816995019
1940	0.2816994991
1941	0.2816994968
1942	0.2816994955
1943	0.281699491
1944	0.2816994884
1945	0.2816994883
1946	0.2816994678
1947	0.281699467
1948	0.2816994598
1949	0.2816994597
1950	0.2816994596
1951	0.2816994576
1952	0.2816994572
1953	0.2816994565
1954	0.2816994549
1955	0.2816994513
1956	0.2816994506
1957	0.2816994493
1958	0.2816994222
1959	0.2816994221
1960	0.2816994217
1961	0.2816994193
1962	0.2816994193
1963	0.2816993331
1964	0.28169933
1965	0.2816993162
1966	0.281699303
1967	0.2816992967
1968	0.2816992959
1969	0.2816992948
1970	0.281699273
1971	0.281699271
1972	0.2816992675
1973	0.2816992636
1974	0.2816992268
1975	0.2816992265
1976	0.281699224
1977	0.2816992239
1978	0.2816991195
1979	0.2816991153
1980	0.2816991124
1981	0.2816991093
1982	0.2816991056
1983	0.2816991047
1984	0.2816991036
1985	0.281699101
1986	0.2816991006
1987	0.2816990914
1988	0.2816990912
1989	0.2816990909
1990	0.281699086
1991	0.2816990823
1992	0.2816990748
1993	0.2816990747
1994	0.2816990709
1995	0.2816990708
1996	0.2816990705
1997	0.2816990703
1998	0.2816990365
1999	0.281699028
