iter	MultiLogloss
122	0.2818011491
123	0.281800562
124	0.2818002314
125	0.2818000762
126	0.2817991244
127	0.2817988996
128	0.2817936569
129	0.2817934166
130	0.2817926914
131	0.2817926063
132	0.2817920601
133	0.2817918394
134	0.2817900354
135	0.2817898935
136	0.2817896533
137	0.2817893848
138	0.2817891278
139	0.2817888418
140	0.2817884729
141	0.2817882662
142	0.2817879052
143	0.2817878173
144	0.2817874691
145	0.2817873336
146	0.281787163
147	0.2817868354
148	0.2817859111
149	0.281783537
150	0.2817822848
151	0.2817821842
152	0.2817813852
153	0.2817813134
154	0.2817811772
155	0.2817810848
156	0.2817809252
157	0.2817805579
158	0.2817805201
159	0.2817789165
160	0.2817787531
161	0.2817785928
162	0.2817785362
163	0.2817778713
164	0.2817778389
165	0.2817777468
166	0.2817775613
167	0.2817774955
168	0.2817765849
169	0.2817763911
170	0.2817755816
171	0.2817751964
172	0.2817735611
173	0.2817733442
174	0.2817727097
175	0.2817719244
176	0.2817714462
177	0.2817713712
178	0.2817712785
179	0.2817712161
180	0.2817710766
181	0.2817709687
182	0.2817703005
183	0.2817691962
184	0.2817691536
185	0.281769129
186	0.2817660873
187	0.2817656598
188	0.2817655269
189	0.2817653392
190	0.2817652801
191	0.2817648771
192	0.2817648601
193	0.2817627036
194	0.2817624133
195	0.2817623355
196	0.2817619722
197	0.2817619414
198	0.2817618062
199	0.281761191
200	0.2817611475
201	0.2817595555
202	0.281759534
203	0.2817593266
204	0.28175927
205	0.2817591287
206	0.281758824
207	0.2817587521
208	0.2817586949
209	0.281758468
210	0.2817581637
211	0.2817578845
212	0.2817577168
213	0.2817576849
214	0.2817575641
215	0.2817574798
216	0.2817574484
217	0.2817572991
218	0.2817572306
219	0.2817571719
220	0.2817569984
221	0.2817567081
222	0.2817566825
223	0.2817564028
224	0.2817563036
225	0.281756158
226	0.2817561172
227	0.2817561018
228	0.281756039
229	0.281755756
230	0.2817556621
231	0.2817556435
232	0.2817550638
233	0.2817550439
234	0.2817547662
235	0.2817546391
236	0.2817545862
237	0.2817544218
238	0.2817543077
239	0.2817541658
240	0.2817541156
241	0.2817539918
242	0.2817534853
243	0.2817530157
244	0.28175296
245	0.2817525474
246	0.2817525241
247	0.2817517374
248	0.2817516143
249	0.281751434
250	0.2817512819
251	0.2817511637
252	0.2817503317
253	0.2817498703
254	0.2817498175
255	0.2817497253
256	0.2817497153
257	0.2817496672
258	0.2817487488
259	0.2817487152
260	0.281747815
261	0.2817477759
262	0.2817477638
263	0.2817476275
264	0.2817475846
265	0.2817468717
266	0.2817468465
267	0.2817467573
268	0.2817465208
269	0.2817464914
270	0.2817450811
271	0.2817449764
272	0.2817449438
273	0.2817447652
274	0.281744722
275	0.281744684
276	0.2817441675
277	0.2817439921
278	0.2817439644
279	0.2817439436
280	0.2817437367
281	0.2817437075
282	0.2817436997
283	0.2817434163
284	0.2817433847
285	0.2817428796
286	0.2817419684
287	0.2817419357
288	0.2817418824
289	0.2817418667
290	0.2817418526
291	0.2817418239
292	0.281741779
293	0.281741545
294	0.281741526
295	0.2817415014
296	0.2817411794
297	0.2817411104
298	0.2817411036
299	0.2817410192
300	0.2817409108
301	0.2817408891
302	0.2817408642
303	0.2817407801
304	0.2817407607
305	0.281740695
306	0.2817406159
307	0.2817405995
308	0.281740594
309	0.2817404083
310	0.2817403872
311	0.2817403714
312	0.2817401976
313	0.2817401387
314	0.2817399482
315	0.2817398858
316	0.281739815
317	0.281739758
318	0.281739696
319	0.2817396812
320	0.2817396762
321	0.28173963
322	0.2817395772
323	0.2817395666
324	0.2817395618
325	0.2817392261
326	0.2817385697
327	0.2817385583
328	0.2817384789
329	0.2817384165
330	0.2817384047
331	0.2817383997
332	0.2817383877
333	0.2817381895
334	0.2817381195
335	0.2817381103
336	0.2817377874
337	0.2817377699
338	0.2817377391
339	0.2817376964
340	0.2817375542
341	0.2817374172
342	0.2817374001
343	0.281737388
344	0.2817373349
345	0.281737102
346	0.2817370916
347	0.281737076
348	0.281737067
349	0.2817370277
350	0.2817369798
351	0.281736968
352	0.2817369639
353	0.2817369602
354	0.2817366799
355	0.2817365955
356	0.2817365704
357	0.2817365625
358	0.2817365383
359	0.2817365194
360	0.281736139
361	0.2817360463
362	0.2817359905
363	0.2817358713
364	0.2817356556
365	0.2817356446
366	0.2817355624
367	0.2817352003
368	0.2817349295
369	0.2817348559
370	0.281734831
371	0.2817346788
372	0.2817346697
373	0.2817346531
374	0.2817346075
375	0.2817345746
376	0.2817345409
377	0.2817342211
378	0.2817342066
379	0.2817341655
380	0.2817341616
381	0.2817340528
382	0.2817340433
383	0.2817339196
384	0.2817336985
385	0.2817336898
386	0.2817336072
387	0.2817335977
388	0.2817335752
389	0.2817334725
390	0.2817334687
391	0.2817334654
392	0.2817333011
393	0.2817332911
394	0.2817332821
395	0.2817332645
396	0.2817330416
397	0.281733025
398	0.2817329514
399	0.2817326592
400	0.2817326471
401	0.2817324354
402	0.2817323763
403	0.2817323447
404	0.2817321499
405	0.2817321422
406	0.2817321252
407	0.2817320756
408	0.2817320669
409	0.2817318426
410	0.2817318291
411	0.2817318044
412	0.2817317939
413	0.2817317639
414	0.2817317474
415	0.2817317347
416	0.2817316379
417	0.2817315646
418	0.2817314611
419	0.2817314332
420	0.2817313208
421	0.2817313152
422	0.2817312092
423	0.2817312061
424	0.281731174
425	0.2817311664
426	0.2817311638
427	0.2817311615
428	0.2817310229
429	0.2817309443
430	0.2817309133
431	0.2817308008
432	0.2817307647
433	0.2817306721
434	0.2817306354
435	0.2817305696
436	0.2817305671
437	0.2817303874
438	0.2817303852
439	0.2817303398
440	0.2817303302
441	0.2817302495
442	0.2817301503
443	0.2817301351
444	0.2817301268
445	0.2817301162
446	0.2817301138
447	0.2817300377
448	0.2817300218
449	0.281729936
450	0.2817299339
451	0.2817297054
452	0.2817296843
453	0.2817295937
454	0.281728402
455	0.2817283598
456	0.2817282629
457	0.2817282325
458	0.2817281391
459	0.2817281269
460	0.2817281242
461	0.2817281165
462	0.2817279672
463	0.2817279073
464	0.2817279038
465	0.2817278973
466	0.2817278914
467	0.2817278893
468	0.2817278758
469	0.281727867
470	0.2817278567
471	0.2817278407
472	0.2817278377
473	0.2817278059
474	0.2817277973
475	0.281727753
476	0.2817277512
477	0.2817274222
478	0.2817268725
479	0.2817268442
480	0.2817267092
481	0.2817266467
482	0.2817265974
483	0.2817265213
484	0.281726515
485	0.2817265097
486	0.2817264996
487	0.2817264383
488	0.2817264365
489	0.2817264289
490	0.281726423
491	0.2817264026
492	0.2817263966
493	0.2817263883
494	0.281726379
495	0.2817262788
496	0.2817262769
497	0.2817262753
498	0.2817262421
499	0.2817262298
500	0.2817261356
501	0.2817260588
502	0.2817258171
503	0.2817258124
504	0.2817257791
505	0.2817257768
506	0.2817257741
507	0.2817257721
508	0.2817257553
509	0.2817257486
510	0.2817257271
511	0.2817257165
512	0.2817257127
513	0.2817256976
514	0.2817256908
515	0.28172568
516	0.2817256726
517	0.2817255283
518	0.281725522
519	0.2817255187
520	0.2817255156
521	0.281725509
522	0.2817254729
523	0.2817254683
524	0.2817254541
525	0.2817254004
526	0.2817253595
527	0.2817253316
528	0.281725299
529	0.2817252878
530	0.2817252759
531	0.2817252727
532	0.2817251337
533	0.2817251262
534	0.2817250024
535	0.2817249599
536	0.2817249558
537	0.2817249449
538	0.2817249176
539	0.2817249053
540	0.2817249017
541	0.2817247831
542	0.2817246781
543	0.2817246487
544	0.2817246434
545	0.2817245211
546	0.2817245178
547	0.2817245164
548	0.2817245151
549	0.2817244559
550	0.2817243935
551	0.2817243702
552	0.2817243524
553	0.2817242788
554	0.2817242489
555	0.2817242433
556	0.2817242067
557	0.2817242033
558	0.2817241016
559	0.281724094
560	0.2817240863
561	0.2817239891
562	0.2817239878
563	0.2817239497
564	0.2817239485
565	0.2817239451
566	0.2817239321
567	0.2817239239
568	0.2817239169
569	0.2817237905
570	0.2817236426
571	0.2817236256
572	0.2817236209
573	0.2817236169
574	0.2817235401
575	0.2817235064
576	0.2817235051
577	0.2817234989
578	0.2817234959
579	0.2817234947
580	0.2817234689
581	0.281723376
582	0.2817233698
583	0.281723347
584	0.2817233039
585	0.2817231897
586	0.2817231761
587	0.2817231633
588	0.2817231604
589	0.2817231574
590	0.281723095
591	0.2817230703
592	0.2817230668
593	0.2817230581
594	0.2817230547
595	0.2817230495
596	0.2817230462
597	0.2817230422
598	0.2817230412
599	0.2817230385
600	0.2817229696
601	0.2817228952
602	0.2817228837
603	0.2817228808
604	0.2817228726
605	0.2817228663
606	0.2817221548
607	0.2817219897
608	0.2817219849
609	0.2817218969
610	0.281721872
611	0.2817212209
612	0.2817211865
613	0.2817210633
614	0.2817210548
615	0.2817210383
616	0.2817210225
617	0.2817205691
618	0.2817205655
619	0.2817205612
620	0.2817204963
621	0.2817204947
622	0.281720385
623	0.281720382
624	0.2817203797
625	0.2817202807
626	0.2817202781
627	0.2817202719
628	0.2817202529
629	0.281720215
630	0.2817201985
631	0.281720181
632	0.2817201422
633	0.2817201409
634	0.2817201323
635	0.2817201149
636	0.2817200887
637	0.2817200718
638	0.2817200295
639	0.2817199843
640	0.2817199818
641	0.2817199803
642	0.2817199464
643	0.281719933
644	0.2817199303
645	0.2817199288
646	0.2817199254
647	0.2817199138
648	0.2817198974
649	0.2817198957
650	0.2817198429
651	0.2817198285
652	0.2817198261
653	0.281719824
654	0.2817198163
655	0.2817197439
656	0.2817197403
657	0.2817195126
658	0.2817195106
659	0.2817195072
660	0.2817195032
661	0.2817194267
662	0.2817193857
663	0.2817193635
664	0.2817193431
665	0.2817193407
666	0.2817193222
667	0.2817193056
668	0.2817189721
669	0.2817189625
670	0.2817189616
671	0.2817189464
672	0.2817189404
673	0.2817189364
674	0.2817189194
675	0.2817188062
676	0.2817187987
677	0.281718747
678	0.2817187219
679	0.2817186767
680	0.2817186689
681	0.2817186628
682	0.2817186581
683	0.2817185698
684	0.2817185659
685	0.2817185622
686	0.2817185599
687	0.2817185119
688	0.2817185096
689	0.281718479
690	0.2817184767
691	0.2817184752
692	0.2817184677
693	0.2817184669
694	0.2817184531
695	0.2817184332
696	0.2817184307
697	0.2817183141
698	0.2817183111
699	0.2817182993
700	0.2817182969
701	0.2817182026
702	0.2817181603
703	0.2817181149
704	0.2817181139
705	0.2817180909
706	0.2817180836
707	0.28171805
708	0.2817180492
709	0.2817180438
710	0.2817180431
711	0.28171802
712	0.2817180041
713	0.281717995
714	0.2817179854
715	0.2817179822
716	0.2817179814
717	0.2817179023
718	0.281717844
719	0.28171776
720	0.2817177585
721	0.2817177547
722	0.2817177513
723	0.2817177208
724	0.2817177043
725	0.2817177028
726	0.2817176962
727	0.2817176526
728	0.2817176509
729	0.2817176483
730	0.2817172619
731	0.2817172604
732	0.2817172582
733	0.2817172283
734	0.2817172158
735	0.2817171469
736	0.2817171375
737	0.2817171302
738	0.281717126
739	0.2817171152
740	0.2817171141
741	0.2817171118
742	0.2817171082
743	0.2817170862
744	0.2817170613
745	0.2817170491
746	0.2817169758
747	0.2817169751
748	0.2817169698
749	0.2817169629
750	0.281716958
751	0.281716944
752	0.2817169333
753	0.2817169308
754	0.2817169087
755	0.2817168683
756	0.2817168526
757	0.2817168508
758	0.2817168426
759	0.2817168333
760	0.2817167984
761	0.2817167966
762	0.281716795
763	0.2817167939
764	0.2817167917
765	0.2817167904
766	0.2817167857
767	0.2817167594
768	0.2817166771
769	0.2817165293
770	0.2817165192
771	0.2817165099
772	0.2817164434
773	0.2817164391
774	0.2817164185
775	0.2817164038
776	0.2817163973
777	0.2817163958
778	0.2817163691
779	0.2817163548
780	0.2817163459
781	0.2817163159
782	0.2817162834
783	0.2817162769
784	0.2817162598
785	0.2817162534
786	0.2817157769
787	0.2817157755
788	0.28171577
789	0.2817157537
790	0.2817157507
791	0.2817157384
792	0.2817157291
793	0.2817157152
794	0.28171568
795	0.2817156679
796	0.281715651
797	0.2817156229
798	0.2817155438
799	0.2817155431
800	0.2817155374
801	0.2817155104
802	0.2817155039
803	0.2817154382
804	0.2817154366
805	0.2817154346
806	0.2817153852
807	0.2817153805
808	0.2817153782
809	0.2817153374
810	0.2817153165
811	0.2817152236
812	0.281715215
813	0.2817151732
814	0.2817151718
815	0.28171517
816	0.2817150978
817	0.2817149554
818	0.2817149267
819	0.2817149215
820	0.2817149042
821	0.2817148973
822	0.2817148948
823	0.2817148864
824	0.2817148804
825	0.2817148334
826	0.2817148318
827	0.2817147917
828	0.2817147887
829	0.2817147854
830	0.2817147761
831	0.2817147561
832	0.2817144439
833	0.281714441
834	0.2817140206
835	0.2817140165
836	0.2817139954
837	0.2817139447
838	0.2817135391
839	0.2817135364
840	0.2817135349
841	0.2817135343
842	0.2817135261
843	0.281713523
844	0.2817134976
845	0.2817134955
846	0.2817134792
847	0.2817134761
848	0.2817134745
849	0.2817134445
850	0.2817134435
851	0.2817134265
852	0.2817134213
853	0.2817133723
854	0.281713369
855	0.2817133065
856	0.2817132623
857	0.2817132511
858	0.2817132128
859	0.2817132122
860	0.2817131101
861	0.2817131042
862	0.2817130934
863	0.2817130846
864	0.2817130822
865	0.2817130029
866	0.2817129811
867	0.281712975
868	0.2817129745
869	0.2817129629
870	0.2817127665
871	0.2817127659
872	0.2817127646
873	0.281712762
874	0.2817127607
875	0.2817127591
876	0.2817127586
877	0.281712752
878	0.2817127201
879	0.2817127187
880	0.2817127044
881	0.2817127011
882	0.2817126697
883	0.2817126684
884	0.2817126677
885	0.2817126454
886	0.2817126324
887	0.2817126319
888	0.2817126314
889	0.2817126309
890	0.2817126256
891	0.2817126243
892	0.2817126233
893	0.2817126219
894	0.2817126037
895	0.2817125795
896	0.2817125334
897	0.2817125323
898	0.2817125301
899	0.2817125145
900	0.2817124973
901	0.2817124959
902	0.2817124318
903	0.2817124308
904	0.2817124089
905	0.281712386
906	0.2817123425
907	0.2817123414
908	0.2817123323
909	0.28171231
910	0.2817123037
911	0.2817122882
912	0.2817122871
913	0.2817122625
914	0.2817122349
915	0.2817122343
916	0.2817122293
917	0.2817122159
918	0.2817122015
919	0.2817121457
920	0.2817121444
921	0.281712144
922	0.2817121307
923	0.2817121295
924	0.2817121245
925	0.281712124
926	0.2817121203
927	0.2817121193
928	0.2817121184
929	0.2817119289
930	0.2817119285
931	0.2817119174
932	0.281711917
933	0.2817119159
934	0.2817119121
935	0.2817119094
936	0.2817119087
937	0.2817119066
938	0.281711906
939	0.2817118757
940	0.2817118662
941	0.2817118651
942	0.2817118625
943	0.2817117945
944	0.2817117873
945	0.2817117864
946	0.2817117849
947	0.2817117838
948	0.2817113868
949	0.2817113822
950	0.2817113709
951	0.2817113703
952	0.2817113699
953	0.2817113408
954	0.2817113393
955	0.2817113381
956	0.2817113341
957	0.2817113299
958	0.2817113215
959	0.2817113142
960	0.2817113133
961	0.2817113124
962	0.28171131
963	0.2817113035
964	0.2817113005
965	0.2817112896
966	0.281711287
967	0.2817112854
968	0.2817112817
969	0.2817112806
970	0.2817112207
971	0.2817112056
972	0.2817112047
973	0.281711203
974	0.2817111977
975	0.2817111969
976	0.2817111957
977	0.2817111831
978	0.2817111641
979	0.2817111562
980	0.2817111503
981	0.2817111499
982	0.2817110929
983	0.2817110918
984	0.2817110478
985	0.2817110275
986	0.2817110259
987	0.2817110228
988	0.2817110198
989	0.2817110169
990	0.2817110076
991	0.2817110072
992	0.2817109994
993	0.2817109989
994	0.2817109864
995	0.2817109839
996	0.2817109705
997	0.2817109697
998	0.2817109693
999	0.2817109077
1000	0.2817108955
1001	0.2817108929
1002	0.2817108906
1003	0.2817108795
1004	0.2817108707
1005	0.2817108618
1006	0.2817108603
1007	0.2817108593
1008	0.28171081
1009	0.281710742
1010	0.2817107296
1011	0.2817107291
1012	0.2817107137
1013	0.2817107098
1014	0.2817106976
1015	0.2817106943
1016	0.2817106925
1017	0.2817102735
1018	0.2817102546
1019	0.2817102439
1020	0.2817102414
1021	0.2817102393
1022	0.2817102384
1023	0.2817101979
1024	0.2817101657
1025	0.2817101263
1026	0.2817101137
1027	0.2817100718
1028	0.2817100708
1029	0.2817099984
1030	0.281709998
1031	0.2817099977
1032	0.2817099853
1033	0.2817099747
1034	0.2817099257
1035	0.2817099126
1036	0.2817099062
1037	0.2817099008
1038	0.2817098396
1039	0.2817098393
1040	0.2817098036
1041	0.2817097922
1042	0.2817097877
1043	0.2817097251
1044	0.2817092795
1045	0.2817092683
1046	0.2817092659
1047	0.2817092656
1048	0.2817092653
1049	0.281709249
1050	0.2817092435
1051	0.2817092396
1052	0.2817092385
1053	0.281709229
1054	0.2817092286
1055	0.2817092258
1056	0.2817091928
1057	0.2817091847
1058	0.2817091828
1059	0.2817091523
1060	0.2817091481
1061	0.2817091231
1062	0.2817090871
1063	0.2817090819
1064	0.2817090754
1065	0.281709042
1066	0.2817090042
1067	0.2817090025
1068	0.2817089942
1069	0.2817089937
1070	0.2817089564
1071	0.2817089552
1072	0.2817089525
1073	0.2817089353
1074	0.281708926
1075	0.2817089251
1076	0.2817089189
1077	0.2817089182
1078	0.2817089002
1079	0.2817088942
1080	0.2817088884
1081	0.281708888
1082	0.2817088855
1083	0.281708883
1084	0.2817088809
1085	0.28170888
1086	0.2817088796
1087	0.2817088736
1088	0.2817088708
1089	0.2817087804
1090	0.2817087714
1091	0.2817087659
1092	0.2817087654
1093	0.2817087602
1094	0.2817087588
1095	0.2817087537
1096	0.2817086173
1097	0.2817086165
1098	0.2817086067
1099	0.2817086022
1100	0.2817085875
1101	0.2817085854
1102	0.2817085733
1103	0.2817085705
1104	0.2817085698
1105	0.2817085695
1106	0.2817085684
1107	0.2817085675
1108	0.2817085666
1109	0.2817085338
1110	0.2817085316
1111	0.2817085273
1112	0.2817085129
1113	0.2817085031
1114	0.2817084978
1115	0.2817084952
1116	0.2817084939
1117	0.2817084936
1118	0.2817084379
1119	0.2817084304
1120	0.2817084281
1121	0.281708414
1122	0.2817084133
1123	0.2817084129
1124	0.2817083824
1125	0.2817083537
1126	0.2817083534
1127	0.281708346
1128	0.2817083418
1129	0.2817083395
1130	0.281708314
1131	0.2817081219
1132	0.2817080791
1133	0.2817080662
1134	0.281708064
1135	0.2817079534
1136	0.2817079047
1137	0.2817079016
1138	0.2817079
1139	0.2817078908
1140	0.2817077743
1141	0.2817077581
1142	0.2817077563
1143	0.2817077428
1144	0.2817077389
1145	0.2817077248
1146	0.2817076276
1147	0.2817076234
1148	0.2817076225
1149	0.2817076172
1150	0.2817076111
1151	0.2817075941
1152	0.2817075523
1153	0.2817075233
1154	0.2817075204
1155	0.2817075094
1156	0.2817075085
1157	0.2817075042
1158	0.2817074902
1159	0.2817074641
1160	0.2817074616
1161	0.2817074609
1162	0.2817074385
1163	0.2817074346
1164	0.2817074334
1165	0.2817074323
1166	0.2817074257
1167	0.2817074254
1168	0.2817074199
1169	0.2817073786
1170	0.2817073779
1171	0.2817073741
1172	0.2817073729
1173	0.2817073704
1174	0.2817073578
1175	0.2817073572
1176	0.2817073564
1177	0.2817073509
1178	0.2817073476
1179	0.281707345
1180	0.2817073366
1181	0.2817073344
1182	0.2817073247
1183	0.2817073231
1184	0.281707322
1185	0.2817073118
1186	0.2817073048
1187	0.2817072953
1188	0.2817072892
1189	0.2817072885
1190	0.2817072882
1191	0.2817072835
1192	0.2817072824
1193	0.2817072774
1194	0.2817072753
1195	0.2817072672
1196	0.2817072257
1197	0.2817072241
1198	0.2817072217
1199	0.2817072137
1200	0.2817072075
1201	0.2817071706
1202	0.2817071683
1203	0.281707168
1204	0.2817071396
1205	0.2817071389
1206	0.2817071238
1207	0.2817071223
1208	0.2817071097
1209	0.2817071058
1210	0.2817071031
1211	0.2817070303
1212	0.2817070236
1213	0.2817070233
1214	0.281706905
1215	0.2817069005
1216	0.2817069002
1217	0.2817068995
1218	0.281706878
1219	0.2817068775
1220	0.2817068697
1221	0.2817068686
1222	0.2817068683
1223	0.2817068588
1224	0.2817068582
1225	0.2817068551
1226	0.2817068501
1227	0.2817068197
1228	0.2817068188
1229	0.2817068182
1230	0.2817068079
1231	0.2817068042
1232	0.2817067993
1233	0.281706794
1234	0.2817067892
1235	0.2817067764
1236	0.2817067728
1237	0.2817067708
1238	0.2817067705
1239	0.2817067693
1240	0.2817067623
1241	0.2817067493
1242	0.281706749
1243	0.281706699
1244	0.2817066982
1245	0.2817066976
1246	0.2817066949
1247	0.2817066935
1248	0.2817066506
1249	0.2817066504
1250	0.2817066501
1251	0.2817066467
1252	0.2817066415
1253	0.2817066398
1254	0.2817066382
1255	0.2817066379
1256	0.2817066367
1257	0.2817066357
1258	0.2817066096
1259	0.2817066093
1260	0.2817066072
1261	0.2817066064
1262	0.2817066038
1263	0.2817066028
1264	0.281706596
1265	0.2817065958
1266	0.2817065953
1267	0.281706579
1268	0.2817064921
1269	0.2817064831
1270	0.2817064815
1271	0.2817064813
1272	0.2817064778
1273	0.2817064432
1274	0.2817063549
1275	0.2817063544
1276	0.2817063536
1277	0.2817063533
1278	0.2817063531
1279	0.2817063098
1280	0.2817063085
1281	0.2817063083
1282	0.2817062865
1283	0.2817062844
1284	0.2817062838
1285	0.2817062801
1286	0.2817062787
1287	0.2817062776
1288	0.2817062685
1289	0.2817062616
1290	0.2817062586
1291	0.2817062451
1292	0.2817062417
1293	0.2817061893
1294	0.2817061748
1295	0.2817061668
1296	0.2817061647
1297	0.2817061632
1298	0.2817061615
1299	0.2817061607
1300	0.2817061573
1301	0.2817061563
1302	0.2817061534
1303	0.2817061505
1304	0.2817061407
1305	0.28170608
1306	0.2817060714
1307	0.2817060632
1308	0.2817060603
1309	0.2817060524
1310	0.281706051
1311	0.2817060141
1312	0.2817060131
1313	0.2817060125
1314	0.281706005
1315	0.2817060044
1316	0.2817060042
1317	0.2817060031
1318	0.2817059587
1319	0.281705952
1320	0.2817056245
1321	0.281705624
1322	0.2817056234
1323	0.2817056206
1324	0.2817056096
1325	0.2817056094
1326	0.281705609
1327	0.2817055842
1328	0.2817055301
1329	0.2817055268
1330	0.2817055187
1331	0.2817055177
1332	0.281705517
1333	0.2817055146
1334	0.2817055087
1335	0.2817055055
1336	0.2817055048
1337	0.2817055011
1338	0.2817054922
1339	0.2817054913
1340	0.2817054908
1341	0.2817054816
1342	0.2817054814
1343	0.2817054794
1344	0.2817054616
1345	0.2817054607
1346	0.281705458
1347	0.2817054559
1348	0.2817054484
1349	0.2817054481
1350	0.2817054396
1351	0.2817054047
1352	0.2817054039
1353	0.2817053997
1354	0.2817053862
1355	0.2817053638
1356	0.2817053626
1357	0.2817053587
1358	0.281705356
1359	0.2817053428
1360	0.2817053418
1361	0.2817053372
1362	0.2817053348
1363	0.2817051167
1364	0.2817051148
1365	0.2817051139
1366	0.2817051109
1367	0.2817051101
1368	0.2817051096
1369	0.2817050995
1370	0.2817050903
1371	0.2817050528
1372	0.281705045
1373	0.2817050423
1374	0.2817050418
1375	0.2817050384
1376	0.2817050378
1377	0.2817050285
1378	0.281705026
1379	0.2817050196
1380	0.2817050177
1381	0.2817050169
1382	0.2817050052
1383	0.2817050049
1384	0.2817050043
1385	0.2817049669
1386	0.2817049595
1387	0.2817049525
1388	0.2817047147
1389	0.28170471
1390	0.2817047095
1391	0.281704703
1392	0.2817047022
1393	0.2817047017
1394	0.2817047008
1395	0.2817047001
1396	0.2817044173
1397	0.2817044171
1398	0.2817044146
1399	0.2817044137
1400	0.2817044113
1401	0.2817044111
1402	0.2817044033
1403	0.281704384
1404	0.2817043691
1405	0.2817043681
1406	0.2817043659
1407	0.2817043653
1408	0.2817043604
1409	0.2817043586
1410	0.2817043312
1411	0.2817043289
1412	0.2817043155
1413	0.2817043142
1414	0.2817043045
1415	0.2817042962
1416	0.2817042664
1417	0.2817042582
1418	0.2817042574
1419	0.2817042362
1420	0.2817042339
1421	0.2817042257
1422	0.2817042017
1423	0.2817042006
1424	0.2817041937
1425	0.2817041936
1426	0.2817041875
1427	0.2817041802
1428	0.2817041767
1429	0.2817041743
1430	0.2817041718
1431	0.2817041704
1432	0.281704168
1433	0.2817041661
1434	0.2817041648
1435	0.2817041557
1436	0.2817041553
1437	0.2817041489
1438	0.2817040907
1439	0.2817040629
1440	0.2817040621
1441	0.2817040571
1442	0.2817040569
1443	0.2817040564
1444	0.2817040563
1445	0.2817040525
1446	0.2817040478
1447	0.2817040474
1448	0.2817040407
1449	0.2817040405
1450	0.2817040217
1451	0.2817040051
1452	0.2817040043
1453	0.281703981
1454	0.2817039804
1455	0.2817039743
1456	0.2817039733
1457	0.2817039655
1458	0.2817039654
1459	0.2817039646
1460	0.2817039638
1461	0.2817039614
1462	0.2817039357
1463	0.2817039351
1464	0.2817039346
1465	0.2817039154
1466	0.2817039145
1467	0.2817039084
1468	0.2817038841
1469	0.2817038792
1470	0.281703879
1471	0.2817038781
1472	0.2817038763
1473	0.2817038744
1474	0.2817038742
1475	0.2817038562
1476	0.2817038535
1477	0.2817038531
1478	0.2817038469
1479	0.2817038466
1480	0.2817038464
1481	0.2817038459
1482	0.28170384
1483	0.2817038387
1484	0.2817038372
1485	0.2817038337
1486	0.281703831
1487	0.2817038293
1488	0.2817037571
1489	0.2817037537
1490	0.2817037332
1491	0.2817037293
1492	0.2817036942
1493	0.281703692
1494	0.2817036911
1495	0.2817036625
1496	0.2817036617
1497	0.2817036603
1498	0.2817036598
1499	0.2817036572
1500	0.281703657
1501	0.2817036551
1502	0.2817036542
1503	0.2817036514
1504	0.2817036487
1505	0.2817036485
1506	0.2817036464
1507	0.2817036462
1508	0.2817036437
1509	0.2817036427
1510	0.2817036219
1511	0.2817036208
