group_id,x,y,w,h,FID_Soil25,soilgroup,fertility,texture_to,OBJECTID,Id,sugar,cassava,maize,rice,water_code,crop_type
466,102.30453844827855,12.508887872059065,0.01,0.01,"300.0,270.0,272.0,312.0,331.0,793.0,863.0","34B,45B,45C,6,34,SC,34","ต่ำ,ปานกลาง,ปานกลาง,ต่ำ,ต่ำ,-,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนดินเหนียว,ดินร่วนปนดินเหนียว,ดินร่วนปนดินเหนียว,ดินร่วนปนทราย,ดินร่วนปนทราย",12574.0,18.0,0.0,1.0,0.0,0.0,3.0,A0204
606,102.12453844827846,12.548887872059064,0.01,0.01,"815.0,816.0,853.0,963.0,758.0,793.0,834.0,1012.0","17,22,26B,14,43,SC,16,W","ต่ำ,ต่ำ,ต่ำ,ต่ำ,ต่ำ,-,ต่ำ,-","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนดินเหนียว,ดินร่วนปนทราย,ดินทรายปนดินร่วน,ดินร่วนปนทรายแป้ง","351163.0,351163.0,351163.0","0.0,0.0,0.0",0.0,0.0,0.0,3.0,"3.0,3.0,3.0","A0102,A0102,A0102"
607,102.13453844827846,12.548887872059064,0.01,0.01,"815.0,816.0,963.0,758.0","17,22,14,43","ต่ำ,ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย,ดินทรายปนดินร่วน","351163.0,351163.0,351163.0","0.0,0.0,0.0",0.0,0.0,0.0,3.0,"3.0,3.0,3.0","A0102,A0102,A0102"
651,102.12453844827846,12.558887872059064,0.01,0.01,"963.0,1012.0","14,W","ต่ำ,-",ดินร่วนปนทราย,"351163.0,351162.0,351163.0,351163.0","0.0,0.0,0.0,0.0",0.0,0.0,0.0,4.0,"3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102"
652,102.13453844827846,12.558887872059064,0.01,0.01,"815.0,963.0,758.0,1012.0","17,14,43,W","ต่ำ,ต่ำ,ต่ำ,-","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินทรายปนดินร่วน","351161.0,351163.0,351161.0,351163.0,351163.0,351161.0","0.0,0.0,0.0,0.0,0.0,0.0",0.0,0.0,0.0,6.0,"3.0,3.0,3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102,A0102,A0102"
701,102.12453844827846,12.568887872059063,0.01,0.01,"963.0,1012.0","14,W","ต่ำ,-",ดินร่วนปนทราย,351162.0,0.0,0.0,0.0,0.0,1.0,3.0,A0102
702,102.13453844827846,12.568887872059063,0.01,0.01,"815.0,963.0,1012.0","17,14,W","ต่ำ,ต่ำ,-","ดินร่วนปนทราย,ดินร่วนปนทราย","351161.0,351162.0,351161.0,351161.0","0.0,0.0,0.0,0.0",0.0,0.0,0.0,4.0,"3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102"
757,102.12453844827846,12.578887872059063,0.01,0.01,"963.0,1012.0","14,W","ต่ำ,-",ดินร่วนปนทราย,351162.0,0.0,0.0,0.0,0.0,1.0,3.0,A0102
814,102.12453844827846,12.588887872059063,0.01,0.01,"433.0,963.0,1012.0","34,14,W","ปานกลาง,ต่ำ,-","ดินร่วนปนทราย,ดินร่วนปนทราย","351161.0,351162.0,351161.0,351161.0","0.0,0.0,0.0,0.0",0.0,0.0,0.0,4.0,"3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102"
815,102.13453844827846,12.588887872059063,0.01,0.01,"815.0,963.0","17,14","ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย","351161.0,351161.0,351161.0","0.0,0.0,0.0",0.0,0.0,0.0,3.0,"3.0,3.0,3.0","A0102,A0102,A0102"
816,102.14453844827847,12.588887872059063,0.01,0.01,"815.0,963.0,1012.0","17,14,W","ต่ำ,ต่ำ,-","ดินร่วนปนทราย,ดินร่วนปนทราย","351161.0,351161.0,351161.0","0.0,0.0,0.0",0.0,0.0,0.0,3.0,"3.0,3.0,3.0","A0102,A0102,A0102"
1062,101.38453844827808,12.628887872059062,0.01,0.01,"38.0,28.0","42,44","ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินทรายปนดินร่วน","351125.0,351125.0,351125.0,351125.0,351125.0","0.0,0.0,0.0,0.0,0.0",0.0,0.0,0.0,5.0,"3.0,3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102,A0102"
1063,101.39453844827808,12.628887872059062,0.01,0.01,"38.0,28.0,40.0","42,44,43","ต่ำ,ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินทรายปนดินร่วน,ดินทรายปนดินร่วน","351125.0,351125.0,351125.0,351125.0,351125.0","0.0,0.0,0.0,0.0,0.0",0.0,0.0,0.0,5.0,"3.0,3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102,A0102"
1065,101.4145384482781,12.628887872059062,0.01,0.01,"38.0,28.0","42,44","ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินทรายปนดินร่วน",351126.0,0.0,0.0,0.0,0.0,1.0,3.0,A0102
1153,101.39453844827808,12.638887872059062,0.01,0.01,"28.0,33.0","44,40","ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินร่วนปนทราย","351125.0,351126.0,351125.0,351125.0,351125.0,351125.0","0.0,0.0,0.0,0.0,0.0,0.0",0.0,0.0,0.0,6.0,"3.0,3.0,3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102,A0102,A0102"
1154,101.40453844827809,12.638887872059062,0.01,0.01,"28.0,33.0,801.0","44,40,43","ต่ำ,ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินร่วนปนทราย,ดินทรายปนดินร่วน",351126.0,0.0,0.0,0.0,0.0,1.0,3.0,A0102
1155,101.4145384482781,12.638887872059062,0.01,0.01,"28.0,801.0","44,43","ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินทรายปนดินร่วน",351126.0,0.0,0.0,0.0,0.0,1.0,3.0,A0102
1260,101.48453844827813,12.648887872059062,0.01,0.01,"311.0,270.0,273.0,780.0,863.0","17,45B,45C,43,34","ต่ำ,ปานกลาง,ปานกลาง,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนดินเหนียว,ดินร่วนปนดินเหนียวปนกรวด,ดินทรายปนดินร่วน,ดินร่วนปนทราย",351127.0,0.0,0.0,0.0,0.0,1.0,3.0,A0102
1262,101.50453844827814,12.648887872059062,0.01,0.01,"311.0,283.0","17,39","ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย",351127.0,0.0,0.0,0.0,0.0,1.0,3.0,A0102
1295,102.0245384482784,12.648887872059062,0.01,0.01,"885.0,339.0,411.0","27B,22,34","ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนดินเหนียว,ดินร่วนปนทราย,ดินร่วนปนทราย",12577.0,18.0,0.0,1.0,0.0,0.0,3.0,A0204
1370,101.40453844827809,12.658887872059061,0.01,0.01,"497.0,500.0,706.0,793.0,801.0","35,35B,56C,SC,43","ต่ำ,ต่ำ,ต่ำ,-,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย,ดินทรายปนดินร่วน","351125.0,351125.0,351125.0,351125.0,351125.0","0.0,0.0,0.0,0.0,0.0",0.0,0.0,0.0,5.0,"3.0,3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102,A0102"
1463,100.92453844827784,12.668887872059061,0.01,0.01,"971.0,491.0,793.0,977.0","48B,MA,SC,48C","ปานกลาง,-,-,ปานกลาง","ดินร่วนปนดินเหนียว,ดินร่วนปนดินเหนียว","351114.0,351114.0","0.0,0.0",0.0,0.0,0.0,2.0,"3.0,3.0","A0102,A0102"
1468,100.97453844827787,12.668887872059061,0.01,0.01,491.0,MA,-,,"9070.0,9070.0,9336.0,9070.0","17.0,17.0,10.0,17.0",0.0,4.0,0.0,0.0,"3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204"
1469,100.98453844827787,12.668887872059061,0.01,0.01,491.0,MA,-,,"9070.0,9453.0,9070.0,9633.0,9336.0,9070.0,9453.0,9453.0","17.0,12.0,17.0,16.0,10.0,17.0,12.0,12.0",0.0,8.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
1474,101.0345384482779,12.668887872059061,0.01,0.01,"28.0,801.0","44,43","ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินทรายปนดินร่วน","8707.0,10009.0,10009.0,10009.0,8707.0,10009.0,10009.0,10009.0,8707.0,10009.0,8707.0,10009.0","19.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,19.0,18.0,19.0,18.0",0.0,12.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
1476,101.05453844827791,12.668887872059061,0.01,0.01,"28.0,802.0","44,43B","ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินทรายปนดินร่วน","10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,8.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
1499,101.36453844827807,12.668887872059061,0.01,0.01,"337.0,497.0,500.0","17,35,35B","ต่ำ,ต่ำ,ต่ำ","ดินร่วนเหนียวปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","351125.0,351125.0,351125.0,351125.0,351125.0","0.0,0.0,0.0,0.0,0.0",0.0,0.0,0.0,5.0,"3.0,3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102,A0102"
1526,101.6345384482782,12.668887872059061,0.01,0.01,"863.0,864.0,868.0,1037.0","34,34B,34gm,23","ต่ำ,ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","351138.0,351138.0","0.0,0.0",0.0,0.0,0.0,2.0,"3.0,3.0","A0102,A0102"
1527,101.64453844827821,12.668887872059061,0.01,0.01,"863.0,868.0,1037.0","34,34gm,23","ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","351138.0,351138.0","0.0,0.0",0.0,0.0,0.0,2.0,"3.0,3.0","A0102,A0102"
1528,101.65453844827822,12.668887872059061,0.01,0.01,"1036.0,925.0,1037.0","23,13,23","ต่ำ,สูง,ต่ำ","ดินร่วนปนทรายแป้ง,ดินร่วนปนทรายแป้ง,ดินร่วนปนทราย","351138.0,351138.0","0.0,0.0",0.0,0.0,0.0,2.0,"3.0,3.0","A0102,A0102"
1532,101.84453844827831,12.668887872059061,0.01,0.01,"834.0,851.0,1012.0","16,12,W","ต่ำ,สูง,-","ดินร่วนปนทรายแป้ง,ดินร่วนเหนียวปนทรายแป้ง",351165.0,0.0,0.0,0.0,0.0,1.0,3.0,A0102
1533,101.85453844827832,12.668887872059061,0.01,0.01,"272.0,274.0,834.0,851.0,863.0","45C,45D,16,12,34","ปานกลาง,ปานกลาง,ต่ำ,สูง,ต่ำ","ดินร่วนปนดินเหนียว,ดินร่วนปนดินเหนียว,ดินร่วนปนทรายแป้ง,ดินร่วนเหนียวปนทรายแป้ง,ดินร่วนปนทราย",351165.0,0.0,0.0,0.0,0.0,1.0,3.0,A0102
1602,100.95453844827786,12.678887872059061,0.01,0.01,"971.0,174.0,491.0,793.0,977.0","48B,35B,MA,SC,48C","ปานกลาง,ต่ำ,-,-,ปานกลาง","ดินร่วนปนดินเหนียว,ดินร่วนปนทราย,ดินร่วนปนดินเหนียว",8615.0,19.0,0.0,1.0,0.0,0.0,3.0,A0204
1603,100.96453844827786,12.678887872059061,0.01,0.01,"174.0,491.0,770.0","35B,MA,RL","ต่ำ,-,-",ดินร่วนปนทราย,8615.0,19.0,0.0,1.0,0.0,0.0,3.0,A0204
1604,100.97453844827787,12.678887872059061,0.01,0.01,491.0,MA,-,,"9070.0,9070.0,9336.0,9070.0","17.0,17.0,10.0,17.0",0.0,4.0,0.0,0.0,"3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204"
1605,100.98453844827787,12.678887872059061,0.01,0.01,"491.0,491.0","MA,MA","-,-",,"9070.0,9070.0,9633.0,9336.0,9070.0","17.0,17.0,16.0,10.0,17.0",0.0,5.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204"
1610,101.0345384482779,12.678887872059061,0.01,0.01,"28.0,801.0","44,43","ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินทรายปนดินร่วน","8707.0,9293.0,10009.0,10009.0,10009.0,8707.0,10009.0,9293.0,10009.0,10009.0,9718.0,8707.0,9293.0,10009.0,8707.0,9293.0,10009.0","19.0,7.0,18.0,18.0,18.0,19.0,18.0,7.0,18.0,18.0,16.0,19.0,7.0,18.0,19.0,7.0,18.0",0.0,17.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
1611,101.0445384482779,12.678887872059061,0.01,0.01,"28.0,497.0,801.0","44,35,43","ต่ำ,ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินร่วนปนทราย,ดินทรายปนดินร่วน","8559.0,9293.0,9293.0,9293.0,9293.0","9.0,7.0,7.0,7.0,7.0",0.0,5.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204"
1612,101.05453844827791,12.678887872059061,0.01,0.01,"28.0,497.0,802.0","44,35,43B","ต่ำ,ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินร่วนปนทราย,ดินทรายปนดินร่วน","8559.0,9293.0,10009.0,10009.0,10009.0,10009.0,9293.0,10009.0,10009.0,9293.0,10009.0,9293.0,10009.0","9.0,7.0,18.0,18.0,18.0,18.0,7.0,18.0,18.0,7.0,18.0,7.0,18.0",0.0,13.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
1613,101.06453844827791,12.678887872059061,0.01,0.01,"2.0,28.0,497.0,802.0","59,44,35,43B","ปานกลาง,ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินทรายปนดินร่วน,ดินร่วนปนทราย,ดินทรายปนดินร่วน","10008.0,9717.0,10008.0,9717.0,10009.0,10008.0,10009.0,10009.0,9717.0,10009.0,10008.0,9717.0,10009.0,10008.0,10008.0,10009.0,10008.0,9717.0,10009.0,10008.0,10009.0,10008.0,10008.0,9717.0,10008.0,9717.0,10008.0","18.0,16.0,18.0,16.0,18.0,18.0,18.0,18.0,16.0,18.0,18.0,16.0,18.0,18.0,18.0,18.0,18.0,16.0,18.0,18.0,18.0,18.0,18.0,16.0,18.0,16.0,18.0",0.0,27.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
1614,101.07453844827792,12.678887872059061,0.01,0.01,"2.0,497.0,500.0","59,35,35B","ปานกลาง,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","10008.0,9717.0,9169.0,10008.0,9717.0,10008.0,9717.0,9169.0,10008.0,9717.0,9169.0,10008.0,10008.0,10008.0,9717.0,9169.0,10008.0,10008.0,10008.0,9717.0,10008.0,9717.0,9169.0,10008.0","18.0,16.0,17.0,18.0,16.0,18.0,16.0,17.0,18.0,16.0,17.0,18.0,18.0,18.0,16.0,17.0,18.0,18.0,18.0,16.0,18.0,16.0,17.0,18.0",0.0,24.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
1615,101.08453844827793,12.678887872059061,0.01,0.01,"2.0,497.0,500.0","59,35,35B","ปานกลาง,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","9717.0,8558.0,9717.0,8558.0,9717.0,8558.0,8840.0,9717.0,8558.0,9717.0,8558.0,9717.0,9717.0,8558.0","16.0,9.0,16.0,9.0,16.0,9.0,11.0,16.0,9.0,16.0,9.0,16.0,16.0,9.0",0.0,14.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
1616,101.09453844827793,12.678887872059061,0.01,0.01,"2.0,500.0,801.0,2.0,801.0","59,35B,43,59,43","ปานกลาง,ต่ำ,ต่ำ,ปานกลาง,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินทรายปนดินร่วน,ดินร่วนปนทราย,ดินทรายปนดินร่วน","10008.0,8719.0,9717.0,10008.0,10019.0,9717.0,10008.0,9717.0,10008.0,9717.0,10008.0,10008.0,10008.0,8719.0,9717.0,10008.0,10008.0,10008.0,8719.0,9717.0,10008.0,10019.0,10019.0,10019.0,10019.0,8719.0,9717.0,10008.0,10019.0","18.0,19.0,16.0,18.0,18.0,16.0,18.0,16.0,18.0,16.0,18.0,18.0,18.0,19.0,16.0,18.0,18.0,18.0,19.0,16.0,18.0,18.0,18.0,18.0,18.0,19.0,16.0,18.0,18.0",0.0,29.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
1644,101.37453844827807,12.678887872059061,0.01,0.01,"33.0,337.0,497.0,500.0","40,17,35,35B","ต่ำ,ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนเหนียวปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","351125.0,351125.0,351125.0,351125.0,351125.0","0.0,0.0,0.0,0.0,0.0",0.0,0.0,0.0,5.0,"3.0,3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102,A0102"
1645,101.38453844827808,12.678887872059061,0.01,0.01,33.0,40,ต่ำ,ดินร่วนปนทราย,"351125.0,351125.0,351125.0,351125.0,351125.0","0.0,0.0,0.0,0.0,0.0",0.0,0.0,0.0,5.0,"3.0,3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102,A0102"
1665,101.58453844827818,12.678887872059061,0.01,0.01,"129.0,312.0,834.0,863.0","45B,6,16,34","ต่ำ,ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนดินเหนียว,ดินร่วนปนทรายแป้ง,ดินร่วนปนทราย",351139.0,0.0,0.0,0.0,0.0,1.0,3.0,A0102
1667,101.60453844827819,12.678887872059061,0.01,0.01,"38.0,143.0,40.0,834.0","42,18,43,16","ต่ำ,ต่ำ,ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินร่วนปนทราย,ดินทรายปนดินร่วน,ดินร่วนปนทรายแป้ง","351136.0,351136.0,351136.0","0.0,0.0,0.0",0.0,0.0,0.0,3.0,"3.0,3.0,3.0","A0102,A0102,A0102"
1671,101.64453844827821,12.678887872059061,0.01,0.01,1037.0,23,ต่ำ,ดินร่วนปนทราย,"351138.0,351138.0","0.0,0.0",0.0,0.0,0.0,2.0,"3.0,3.0","A0102,A0102"
1672,101.65453844827822,12.678887872059061,0.01,0.01,"780.0,925.0,1037.0","43,13,23","ต่ำ,สูง,ต่ำ","ดินทรายปนดินร่วน,ดินร่วนปนทรายแป้ง,ดินร่วนปนทราย","351138.0,351138.0","0.0,0.0",0.0,0.0,0.0,2.0,"3.0,3.0","A0102,A0102"
1750,100.95453844827786,12.68888787205906,0.01,0.01,"971.0,174.0,793.0,977.0","48B,35B,SC,48C","ปานกลาง,ต่ำ,-,ปานกลาง","ดินร่วนปนดินเหนียว,ดินร่วนปนทราย,ดินร่วนปนดินเหนียว",8615.0,19.0,0.0,1.0,0.0,0.0,3.0,A0204
1753,100.98453844827787,12.68888787205906,0.01,0.01,"2.0,33.0,491.0,2.0,33.0,491.0","59,40,MA,59,40,MA","ปานกลาง,ต่ำ,-,ปานกลาง,ต่ำ,-","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,8.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
1759,101.0445384482779,12.68888787205906,0.01,0.01,"28.0,497.0,801.0","44,35,43","ต่ำ,ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินร่วนปนทราย,ดินทรายปนดินร่วน","8707.0,8707.0,8707.0,8707.0","19.0,19.0,19.0,19.0",0.0,4.0,0.0,0.0,"3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204"
1760,101.05453844827791,12.68888787205906,0.01,0.01,"28.0,497.0","44,35","ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินร่วนปนทราย","9292.0,8706.0,8707.0,9292.0,9293.0,8706.0,8707.0,8706.0,9292.0,9293.0,8706.0,8707.0,9292.0,9293.0,8706.0,8707.0,9293.0","7.0,19.0,19.0,7.0,7.0,19.0,19.0,19.0,7.0,7.0,19.0,19.0,7.0,7.0,19.0,19.0,7.0",0.0,17.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
1761,101.06453844827791,12.68888787205906,0.01,0.01,"2.0,28.0,497.0","59,44,35","ปานกลาง,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินทรายปนดินร่วน,ดินร่วนปนทราย","10008.0,9717.0,8706.0,8558.0,9169.0,10008.0,9717.0,8706.0,8558.0,10008.0,9717.0,8706.0,8558.0,9169.0,10008.0,9717.0,8706.0,8558.0,9169.0,10008.0,10008.0,10008.0,9717.0,8706.0,8558.0,9169.0,10008.0,10008.0,10008.0,9717.0,10008.0,9717.0,9169.0,10008.0,8558.0","18.0,16.0,19.0,9.0,17.0,18.0,16.0,19.0,9.0,18.0,16.0,19.0,9.0,17.0,18.0,16.0,19.0,9.0,17.0,18.0,18.0,18.0,16.0,19.0,9.0,17.0,18.0,18.0,18.0,16.0,18.0,16.0,17.0,18.0,9.0",0.0,35.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
1762,101.07453844827792,12.68888787205906,0.01,0.01,"2.0,497.0,500.0,801.0","59,35,35B,43","ปานกลาง,ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย,ดินทรายปนดินร่วน","10008.0,9717.0,9169.0,10008.0,9717.0,10008.0,9717.0,9169.0,10008.0,9717.0,9169.0,10008.0,10008.0,10008.0,9717.0,9169.0,9533.0,10008.0,10008.0,10008.0,9717.0,10008.0,9717.0,9169.0,10008.0,9533.0","18.0,16.0,17.0,18.0,16.0,18.0,16.0,17.0,18.0,16.0,17.0,18.0,18.0,18.0,16.0,17.0,12.0,18.0,18.0,18.0,16.0,18.0,16.0,17.0,18.0,12.0",0.0,26.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
1763,101.08453844827793,12.68888787205906,0.01,0.01,"2.0,500.0,801.0","59,35B,43","ปานกลาง,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินทรายปนดินร่วน","10008.0,9717.0,9292.0,8558.0,9169.0,10008.0,9717.0,9292.0,8558.0,10008.0,9717.0,8558.0,9169.0,10008.0,9717.0,9347.0,9292.0,8558.0,9169.0,10008.0,10008.0,10008.0,9717.0,9347.0,8932.0,9292.0,8558.0,9169.0,10008.0,10008.0,10008.0,9717.0,10008.0,9717.0,9169.0,10008.0,8558.0","18.0,16.0,7.0,9.0,17.0,18.0,16.0,7.0,9.0,18.0,16.0,9.0,17.0,18.0,16.0,10.0,7.0,9.0,17.0,18.0,18.0,18.0,16.0,10.0,15.0,7.0,9.0,17.0,18.0,18.0,18.0,16.0,18.0,16.0,17.0,18.0,9.0",0.0,37.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
